lp,src,mt,ref,score,system,annotators,domain,year
en-de,"For this reason, the stated delivery period covers a wide range.",Aus diesem Grund umfasst die angegebene Lieferzeit eine große Bandbreite.,Aus diesem Grund ist der angegebene Zustellungszeitraum sehr lang.,100.0,Online-W,1,ecommerce,2022
en-de,The postal companies allow up to 25 working days for delivery of items by standard Airmail.,Die Postgesellschaften gewähren bis zu 25 Arbeitstage für die Zustellung von Sendungen mit Standard-Luftpost.,Die Postunternehmen rechnen mit bis zu 25 Werktagen für die Zustellung von Artikeln per Standardluftpost.,100.0,Online-W,1,ecommerce,2022
en-de,Please therefore allow around 25 working days from dispatch before contacting us about a suspected delivery problem.,"Bitte rechnen Sie daher mit ca. 25 Arbeitstagen ab Versand, bevor Sie uns wegen eines vermuteten Zustellproblems kontaktieren.","Daher sollten Sie ca. 25 Werktage ab dem Versand abwarten, bevor Sie uns bezüglich eines vermuteten Lieferproblems kontaktieren.",100.0,Online-W,1,ecommerce,2022
en-de,We do offer premium Airmail services with priority handling and tracking.,Wir bieten Premium-Luftpostdienste mit vorrangiger Bearbeitung und Sendungsverfolgung an.,Wir bieten auch Premium-Luftpostdienste mit Priorität und Sendungsverfolgung an.,100.0,Online-W,1,ecommerce,2022
en-de,"Generally, delivery is faster via these services but please be aware they are not timed or guaranteed delivery services and the same service level of up to 25 working days delivery timeframe is applied by the postal companies.","Im Allgemeinen erfolgt die Zustellung mit diesen Diensten schneller, aber bitte beachten Sie, dass es sich dabei nicht um zeitlich festgelegte oder garantierte Zustelldienste handelt und dass die Postunternehmen den gleichen Service mit einer Lieferzeit von bis zu 25 Arbeitstagen anbieten.","In der Regel geht der Versand mit diesen Diensten schneller, aber bitte beachten Sie, dass es sich nicht um Lieferdienste mit Garantien und festen Zeiten handelt und das gleiche Servicelevel von bis zu 25 Werktagen für die Zustellung von den Postunternehmen angewendet wird.",100.0,Online-W,1,ecommerce,2022
en-de,"Featuring an incredible stretch characteristic in diameter, allowing the hose to stretch onto a connection for a perfect seal (i.e. you can stretch a 3mm I.D hose onto a 5mm O.D connection).","Mit einer unglaublichen Dehnungseigenschaft im Durchmesser, die es ermöglicht, den Schlauch für eine perfekte Abdichtung auf einen Anschluss zu dehnen (d.h. Sie können einen Schlauch mit 3 mm Innendurchmesser auf einen Anschluss mit 5 mm Außendurchmesser dehnen).","Er weist eine hochgradige Dehnfähigkeit im Durchmesser auf, wodurch der Schlauch auf einen Anschluss gedehnt werden kann und für perfekte Abdichtung sorgt (es kann z. B. ein Schlauch mit einem Innendurchmesser von 3 mm auf einen Anschluss mit einem Außendurchmesser von 5 mm gedehnt werden).",100.0,Online-W,1,ecommerce,2022
en-de,"Add 5 double wire clamps to your order for just 99p, perfect for securing the vacuum hose in place!","Legen Sie Ihrer Bestellung 5 doppelte Drahtklammern für nur 99 Pence bei, die sich perfekt für die Befestigung des Vakuumschlauchs eignen!","Fügen Sie Ihrer Bestellung für nur 99p 5 Doppeldrahtklammern hinzu, die sich perfekt für die Befestigung des Vakuumschlauchs eignen!",100.0,Online-W,1,ecommerce,2022
en-de,"With more than 12 years’ experience of dealing with aftermarket Samco Sport performance silicone hoses, we are proud to be the world’s leading motorcycle silicone hose specialist distributor.","Mit mehr als 12 Jahren Erfahrung im Handel mit Aftermarket-Silikonschläuchen von Samco Sport sind wir stolz darauf, der weltweit führende Fachhändler für Motorrad-Silikonschläuche zu sein.","Mit über 12 Jahren Erfahrung mit leistungsfähigen Samco Sport Silikonschläuchen im Zubehörmarkt sind wir stolz darauf, der führende spezialisierte Vertreiber für Motorrad-Silikonschläuche zu sein.",100.0,Online-W,1,ecommerce,2022
en-de,"With a large stock of universal race parts options, we strive on 100% service.",Mit einem großen Lagerbestand an universellen Rennteilen bemühen wir uns um einen 100%igen Service.,Wir verfügen über einen großen Bestand universaler Optionen für Rennmotorradteile und streben einen 100-prozentigen Service an.,100.0,Online-W,1,ecommerce,2022
en-de,"Samco Sport Vacuum hose has a whole host of applications: emission control, radiator overflow, windscreen washers and perfect for carburetor vent hose replacement on motocross and road bike applications.","Samco Sport Vakuumschlauch hat eine ganze Reihe von Anwendungen: Emissionskontrolle, Kühlerüberlauf, Scheibenwaschanlagen und perfekt für Vergaser Entlüftungsschlauch Ersatz auf Motocross und Rennrad-Anwendungen.","Für den Samco Sport-Vakuumschlauch gibt es zahllose Anwendungen: Abgaskontrolle, Kühlerüberlauf, Scheibenwaschanlage und perfekte Eignung als Ersatz des Vergaser-Entlüftungsschlauchs bei Motocross- und Rennmotorradanwendungen.",84.0,Online-W,1,ecommerce,2022
en-de,"This is a great product and suitable for all bikes, cars and commercial applications.","Ein großartiges Produkt, das für alle Motorräder, Autos und kommerziellen Anwendungen geeignet ist.","Dieses großartige Produkt eignet sich für alle Motorräder, Autos und gewerbliche Anwendungen.",100.0,Online-W,1,ecommerce,2022
en-de,"Add 5 double wire clamps to your order for just 99p, perfect for securing the vacuum hose in place!","Fügen Sie Ihrer Bestellung 5 doppelte Drahtklemmen für nur 99p hinzu, die sich perfekt zum Befestigen des Unterdruckschlauchs eignen!","Fügen Sie Ihrer Bestellung für nur 99p 5 Doppeldrahtklammern hinzu, die sich perfekt für die Befestigung des Vakuumschlauchs eignen!",100.0,Online-W,1,ecommerce,2022
en-de,Not suitable for high pressure water installations or hot water systems.,Nicht geeignet für Hochdruckwasserinstallationen oder Heißwassersysteme.,Nicht geeignet für Hochdruckwasser-Installationen oder Heißwassersysteme.,100.0,Online-W,1,ecommerce,2022
en-de,This hose is not suitable for oil transfer.,Dieser Schlauch ist nicht für den Öltransport geeignet.,Dieser Schlauch ist nicht als Ölleitung geeignet.,100.0,Online-W,1,ecommerce,2022
en-de,Why choose Samco Sport silicone hoses?,Warum sollten Sie sich für Silikonschläuche von Samco Sport entscheiden?,Warum Samco Sport-Silikonschläuche wählen?,100.0,Online-W,1,ecommerce,2022
en-de,"Ltd Lifetime guarantee, 2 years for pro-fuel applications.","Ltd Lebenslange Garantie, 2 Jahre für Pro-Fuel-Anwendungen.","Besonderes Angebot Garantie auf Lebensdauer, 2 Jahre für Kraftstoffanwendungen.",100.0,Online-W,1,ecommerce,2022
en-de,Norton Security Deluxe includes online access to expert help from certified Norton technicians.,Norton Security Deluxe beinhaltet den Online-Zugang zu Expertenhilfe von zertifizierten Norton-Technikern.,Norton Security Deluxe umfasst Online-Zugang zur Experten-Hilfe durch zertifizierte Norton-Techniker.,89.5,Online-W,1,ecommerce,2022
en-de,"If at any time you need help, our support agents are ready to assist you 24 hours a day, seven days a week.","Wenn Sie zu irgendeinem Zeitpunkt Hilfe benötigen, stehen Ihnen unsere Support-Mitarbeiter 24 Stunden am Tag, sieben Tage die Woche zur Verfügung.","Wenn Sie zu irgend einem Zeitpunkt Hilfe benötigen, unterstützen unsere Support-Mitarbeiter Sie gerne rund um die Uhr und an sieben Tagen der Woche.",89.5,Online-W,1,ecommerce,2022
en-de,"To be eligible for the Virus Protection Promise, you must purchase, renew, or upgrade your Norton subscription directly from Symantec, or subscribe to the Norton Automatic Renewal Service.","Um das Virenschutz-Versprechen in Anspruch nehmen zu können, müssen Sie Ihr Norton-Abonnement direkt bei Symantec erwerben, verlängern oder aktualisieren oder den automatischen Verlängerungsservice von Norton abonnieren.","Um für das Virenschutzversprechen berechtigt zu sein, müssen Sie Ihr Norton-Abonnement direkt bei Symantec kaufen, verlängern oder upgraden oder den automatischen Verlängerungsservice von Norton abonnieren.",88.5,Online-W,1,ecommerce,2022
en-de,"If a Symantec service representative is unable to remove a virus from your device, then you may receive a full refund on the actual price paid for the Norton subscription, or if a Norton bundle, the total Norton bundle price paid (net of any discounts or refunds received and less any shipping, handling and applicable taxes, except in certain states and countries where shipping, handling and taxes are refundable) and only for the current paid subscription service period for that subscription or subscription bundle.","Wenn ein Symantec-Servicemitarbeiter einen Virus nicht von Ihrem Gerät entfernen kann, erhalten Sie eine vollständige Rückerstattung des tatsächlich gezahlten Preises für das Norton-Abonnement oder, im Falle eines Norton-Pakets, des gesamten gezahlten Preises für das Norton-Paket (abzüglich aller erhaltenen Rabatte oder Rückerstattungen und abzüglich Versand- und Bearbeitungsgebühren sowie anfallender Steuern, außer in bestimmten Staaten und Ländern, in denen Versand- und Bearbeitungsgebühren sowie Steuern erstattungsfähig sind), und zwar nur für den aktuellen bezahlten Abonnementzeitraum für dieses Abonnement oder Abonnementpaket.","Wenn ein Symantec-Kundendienstvertreter nicht in der Lage ist, einen Virus von Ihrem Gerät zu entfernen, können Sie eine vollständige Erstattung des tatsächlich für das Norton-Abonnement bezahlten Preises erhalten, bzw. im Fall eines Norton-Bundles den gesamten gezahlten Preis für das Norton-Bundle (abzüglich aller erhaltenen Rabatte oder Erstattungen und abzüglich Versand- und Bearbeitungsgebühren und anwendbaren Steuern, außer in bestimmten Gebieten und Ländern, in denen Versand, Bearbeitung und Steuern erstattungsfähig sind) und nur für den aktuellen bezahlten Abonnementservicezeitraum für das Abonnement oder Abonnement-Bundle.",87.5,Online-W,1,ecommerce,2022
en-de,The Norton subscription must be installed and activated on your device prior to the time it is infected by a virus.,"Das Norton-Abonnement muss auf Ihrem Gerät installiert und aktiviert sein, bevor es von einem Virus befallen wird.","Das Norton-Abonnement muss auf Ihrem Gerät installiert und aktiviert worden sein, bevor dieses mit einem Virus infiziert wird.",89.0,Online-W,1,ecommerce,2022
en-de,The refund DOES NOT apply to any damages incurred as a result of viruses.,"Die Erstattung gilt NICHT für Schäden, die durch Viren entstanden sind.","Die Erstattung erstreckt sich NICHT auf jegliche Schäden, die infolge von Viren entstanden sind.",89.5,Online-W,1,ecommerce,2022
en-de,See Norton website for more detail.,Weitere Informationen finden Sie auf der Norton-Website.,Weitere Einzelheiten finden Sie auf der Website von Norton.,88.5,Online-W,1,ecommerce,2022
en-de,Protect what matters with a top-rated security service,"Schützen Sie das, was Ihnen wichtig ist, mit einem erstklassigen Sicherheitsdienst","Schützen Sie, was wichtig ist, mit einem Sicherheitsservice mit Spitzenbewertungen",89.0,Online-W,1,ecommerce,2022
en-de,"Your online life and real life are merging into one seamless experience, and you need security that can keep viruses, identity theft, and other digital threats from becoming real-life headaches.","Ihr Online-Leben und Ihr reales Leben verschmelzen zu einer nahtlosen Erfahrung, und Sie brauchen eine Sicherheit, die Viren, Identitätsdiebstahl und andere digitale Bedrohungen davon abhält, zu realen Kopfschmerzen zu werden.","Ihr Online-Leben und Ihr echtes Leben sind eng miteinander verwoben, und Sie benötigen einen Schutz, der verhindern kann, dass Viren, Identitätsdiebstahl und andere digitale Bedrohungen zu Problemen im echten Leben werden.",85.5,Online-W,1,ecommerce,2022
en-de,"We see more, analyse more and stop more online threats","Wir sehen mehr, analysieren mehr und stoppen mehr Online-Bedrohungen","Wir sehen mehr, analysieren mehr und stoppen mehr Online-Bedrohungen",88.5,Online-W,1,ecommerce,2022
en-de,The unit provides glitch−free switching between sources through FTBTM (fade−thru−black) switching technology.,Das Gerät bietet eine störungsfreie Umschaltung zwischen den Quellen durch die FTBTM (fade-thru-black) Umschaltungstechnologie.,Das Gerät ermöglicht störungsfreies Umschalten zwischen Quellen über FTBTM-Umschalttechnologie (Fade-zu-Schwarz).,99.33333333333331,Online-W,1,ecommerce,2022
en-de,"HQV® Video Processing - HQV (Hollywood Quality Video) processing represents the state−of−the−art in video processing technology, with the highest quality de−interlacing (with 3:2 & 2:2 pull down), noise reduction, and scaling performance for both standard−definition and high−definition signals.","HQV® Videoverarbeitung - Die HQV (Hollywood Quality Video)-Verarbeitung stellt den neuesten Stand der Videoverarbeitungstechnologie dar und bietet De-Interlacing (mit 3:2- und 2:2-Pull-Down), Rauschunterdrückung und Skalierungsleistung in höchster Qualität sowohl für Standard-Definition- als auch für High-Definition-Signale.","HQV® Videoverarbeitung: HQV-Verarbeitung (Hollywood Quality Video) ist die fortgeschrittenste Videoverarbeitungstechnologie mit höchster Qualität bei De-Interlacing (3:2 und 2:2), Rauschverminderung und Skalierungsleistung sowohl für Standard- als auch hochauflösende Signale.",99.5,Online-W,1,ecommerce,2022
en-de,"Fade-Thru-Black (FTBTM) Switching - The video fades to black and then the new input fades from black for smooth, glitch−free switching.","Fade-Thru-Black (FTBTM)-Umschaltung - Das Video wird auf Schwarz überblendet und dann wird der neue Eingang von Schwarz aus überblendet, was eine reibungslose, störungsfreie Umschaltung ermöglicht.","Fade-zu-Schwarz-Umschaltung (FTBTM): Das Video wird zu Schwarz ausgeblendet, dann wird die neue Eingabe von Schwarz eingeblendet, um einen gleichmäßigen, störungsfreien Übergang zu ermöglichen.",99.5,Online-W,1,ecommerce,2022
en-de,The output signal provides constant sync so the display never glitches.,"Das Ausgangssignal sorgt für eine konstante Synchronisierung, so dass die Anzeige nicht ruckelt.","Das Ausgabesignal wird fortlaufend synchronisiert, sodass keine Bildstörungen auftreten.",99.5,Online-W,1,ecommerce,2022
en-de,"K-IIT XLTM Picture-in-Picture Image Insertion Technology - Ultra stable picture−in−picture, picture−and−picture, and split screen capability.","K-IIT XLTM Picture-in-Picture Image Insertion Technology - Äußerst stabile Picture-in-Picture-, Picture-and-Picture- und Split-Screen-Funktion.","K-IIT XLTM Bild-in-Bild-Einfügetechnologie: ultrastarke Funktionen für Bild-in-Bild, Bild-und-Bild und geteilten Bildschirm.",99.66666666666669,Online-W,1,ecommerce,2022
en-de,Any video source can be inserted into or positioned next to a computer graphics video source or vice versa with window positioning and sizing controls.,"Jede Videoquelle kann in eine Computergrafik-Videoquelle eingefügt oder neben dieser positioniert werden oder umgekehrt, wobei die Positionierung und Größe des Fensters gesteuert werden kann.","Jede Videoquelle kann in eine Computergrafik-Videoquelle eingefügt oder daneben positioniert werden bzw. umgekehrt, wobei Fensterpositions- und Größensteuerungen verwendet werden können.",100.0,Online-W,1,ecommerce,2022
en-de,"Video Inputs - 2 universal video each on 3 BNC (composite, s−Video, component), 4 computer graphics/component video (15−pin HD), 2 HDMI and 1 USB (for JPEG data).","Videoeingänge - 2 universelle Videoeingänge über je 3 BNC (Composite, S-Video, Component), 4 Computergrafik-/Komponentenvideoeingänge (15-polig HD), 2 HDMI- und 1 USB-Eingang (für JPEG-Daten).","Videoeingänge: 2 Universalvideo jeweils auf 3 BNC (Komposit, s−Video, Komponente), 4 Computergrafik/Komponentenvideo (15-polig HD), 2 HDMI und 1 USB (für JPEG-Daten).",100.0,Online-W,1,ecommerce,2022
en-de,HDCP Compliant - The HDCP (High Definition Content Protection) license agreement allows copy−protected data on the HDMI input to pass only to the HDMI output.,"HDCP-kompatibel - Die HDCP-Lizenzvereinbarung (High Definition Content Protection) ermöglicht, dass kopiergeschützte Daten am HDMI-Eingang nur an den HDMI-Ausgang weitergeleitet werden.",HDCP-konform: Mit der HDCP-Lizenzvereinbarung (High Definition Content Protection) können kopiergeschützte Daten am HDMI-Eingang nur an den HDMI-Ausgang übergeben werden.,99.5,Online-W,1,ecommerce,2022
en-de,"Multiple Aspect Ratio Selections - 4x3 or 16x9, anamorphic, letterbox, and user definable settings.","Mehrere Bildformate - 4x3 oder 16x9, anamorph, Letterbox und benutzerdefinierte Einstellungen.","Mehrere Seitenverhältnis-Optionen: 4x3 oder 16x9, anamorph, Letterbox und benutzerdefinierbare Einstellungen.",100.0,Online-W,1,ecommerce,2022
en-de,"Companion AFV (Audio-Follow-Video) - For every analog video input, supports embedded audio on the 2 HDMI inputs and outputs.",Companion AFV (Audio-Follow-Video) - Unterstützt für jeden analogen Videoeingang eingebettetes Audio an den 2 HDMI-Ein- und Ausgängen.,Companion AFV (Audio-Follow-Video): Für jeden analogen Videoeingang wird eingebettetes Audio an den 2 HDMI-Eingängen und -Ausgängen unterstützt.,99.66666666666669,Online-W,1,ecommerce,2022
en-de,"Audio Inputs - 6 balanced or S/PDIF audio (each selectable) on terminal blocks, one for each of the 2 universal video and 4 computer graphics video inputs.","Audioeingänge - 6 symmetrische oder S/PDIF-Audioeingänge (jeweils wählbar) an Klemmleisten, einer für jeden der 2 Universalvideo- und 4 Computergrafik-Videoeingänge.","Audioeingänge: 6 Balanced oder S/PDIF-Audio (jeweils auswählbar) an Terminalblocks, jeweils eins für die 2 Universal- und 4 Computergrafik-Videoeingänge.",99.5,Online-W,1,ecommerce,2022
en-de,All our comics are sent bagged as standard.,Alle unsere Comics werden standardmäßig in einer Tüte verschickt.,Alle unsere Comics werden standardmäßig in Beuteln verpackt versendet.,99.0,Online-W,1,ecommerce,2022
en-de,"In addition, the older items are usually boarded as well.",Darüber hinaus sind die älteren Artikel in der Regel auch verpackt.,Ältere Exemplare werden zudem auf eine Kartonunterlage gelegt.,84.0,Online-W,1,ecommerce,2022
en-de,The newer items are bagged only.,Die neueren Artikel werden nur eingetütet.,Neuere Exemplare werden nur in Beuteln verpackt.,99.0,Online-W,1,ecommerce,2022
en-de,"In addition to the above item, we have over 250,000 comics in stock, including both back issues and new items.","Zusätzlich zu dem oben genannten Artikel haben wir über 250.000 Comics auf Lager, darunter sowohl ältere Ausgaben als auch neue Artikel.","Neben dem obigen Artikel haben wir mehr als 250.000 Comics auf Lager, sowohl frühere Ausgaben als auch neue Artikel.",99.0,Online-W,1,ecommerce,2022
en-de,All our comics are supplied from our real world store enabling us to offer a huge range of comics via auction.,"Alle unsere Comics werden von unserem realen Geschäft geliefert, was es uns ermöglicht, eine riesige Auswahl an Comics über Auktionen anzubieten.","Alle unsere Comics werden von unserem physischen Geschäft aus geliefert, wodurch wir eine riesige Comic-Auswahl per Versteigerung anbieten können.",99.0,Online-W,1,ecommerce,2022
en-de,We've probably got what you're looking for!,"Wir haben wahrscheinlich das, was Sie suchen!","Wahrscheinlich haben wir, wonach Sie suchen!",99.0,Online-W,1,ecommerce,2022
en-de,"(If placing multiple orders, please request an invoice for the correct amount BEFORE paying.)","(Wenn Sie mehrere Bestellungen aufgeben, fordern Sie bitte eine Rechnung über den korrekten Betrag an, BEVOR Sie bezahlen).","(Wenn Sie mehrere Bestellungen aufgeben, fordern Sie bitte VOR der Zahlung eine Rechnung über den korrekten Betrag an.)",100.0,Online-W,1,ecommerce,2022
en-de,This item is an original American comic and is in English!,Dieser Artikel ist ein amerikanischer Original-Comic und ist in englischer Sprache!,Dieser Artikel ist ein amerikanischer Original-Comic und in englischer Sprache verfasst!,99.0,Online-W,1,ecommerce,2022
en-de,Please note that all our comics in every grade (EVEN POOR) will be complete unless stated otherwise in the listing!,"Bitte beachten Sie, dass alle unsere Comics in jeder Güteklasse (auch in POOR) vollständig sind, es sei denn, es ist in der Auflistung anders angegeben!","Bitte beachten Sie, dass alle unsere Comics aller Zustandsklassen (SELBST SCHLECHT) vollständig sind, sofern im Angebot nicht anders angegeben!",100.0,Online-W,1,ecommerce,2022
en-de,Please take the time to review both the attached cover scan and detailed grade description above to ensure that this particular comic is in the condition you require.,"Bitte nehmen Sie sich die Zeit, sowohl den beigefügten Scan des Covers als auch die detaillierte Beschreibung des Zustands oben zu lesen, um sicherzustellen, dass dieser spezielle Comic in dem Zustand ist, den Sie benötigen.","Nehmen Sie sich die Zeit, sowohl den angehängten Scan der Titelseite als auch die detaillierte Zustandsbeschreibung oben genau zu prüfen, um sicherzugehen, dass dieser Comic den von Ihnen gewünschten Zustand aufweist.",100.0,Online-W,1,ecommerce,2022
en-de,Most of our listings offer Multi-Buy discounts.,Die meisten unserer Angebote bieten Multi-Buy Rabatte.,Für die meisten unserer Angebote gilt ein Rabatt für den Kauf mehrerer Artikel.,99.0,Online-W,1,ecommerce,2022
en-de,The items can be ANY combination of ANY ITEMS included in the Multi-Buy.,"Die Artikel können JEDE Kombination von JEDEM Artikel sein, der im Multi-Buy enthalten ist.","Bei den Artikel kann es sich um BELIEBIGE Kombinationen ALLER ARTIKEL handeln, für die der Rabatt gilt.",93.0,Online-W,1,ecommerce,2022
en-de,They DO NOT have to be multiple copies of the same item.,Es müssen NICHT mehrere Exemplare desselben Artikels sein.,Es müssen NICHT mehrere Kopien des gleichen Artikels sein.,100.0,Online-W,1,ecommerce,2022
en-de,Just pick the required total quantity and you'll automatically be given the discount on all of them!,Wählen Sie einfach die erforderliche Gesamtmenge und Sie erhalten automatisch den Rabatt auf alle Artikel!,"Wählen Sie einfach die gewünschte Gesamtanzahl aus, und Sie erhalten automatisch den Rabatt für alle Artikel!",100.0,Online-W,1,ecommerce,2022
en-de,Some of our items include the option to place a best offer.,"Einige unserer Artikel beinhalten die Option, ein Bestes Angebot zu machen.","Für manche unserer Artikel besteht die Option, ein bestes Angebot abzugeben.",100.0,Online-W,1,ecommerce,2022
en-de,"If there is a Best Offer option, we'll consider any reasonable offer.","Wenn es eine Best Offer Option gibt, werden wir jedes vernünftige Angebot in Betracht ziehen.","Wenn eine Option für ein bestes Angebot vorhanden ist, prüfen wir jedes angemessene Angebot.",100.0,Online-W,1,ecommerce,2022
en-de,We do not list ANY comics as Mint condition.,Wir listen KEINE Comics als neuwertig.,Wir bieten KEINE Comics in einwandfreiem Zustand an.,100.0,Online-W,1,ecommerce,2022
en-de,"In our view, this grade does not exist.",Unserer Meinung nach gibt es diesen Zustand nicht.,Unserer Ansicht nach gibt es diese Klasse nicht.,100.0,Online-W,1,ecommerce,2022
en-de,"Comic books are mass produced paper items, handled many times often with little care before even reaching the shop or newsstand to be offered for sale.","Comics sind massenhaft produzierte Papierartikel, die oft mit wenig Sorgfalt behandelt werden, bevor sie in den Laden oder an den Kiosk kommen und zum Verkauf angeboten werden.","Comics sind Papierartikel aus Massenfertigung, die oft ohne besondere Sorgfalt gehandhabt werden, noch bevor sie im Geschäft oder Kiosk zum Kauf angeboten werden.",100.0,Online-W,1,ecommerce,2022
en-de,"EVERY COMIC, even a brand new one, will have some form of minor defect if you get out a magnifying glass and look closely enough.","JEDER COMIC, selbst ein nagelneuer, wird irgendeine Form von kleinem Defekt haben, wenn Sie eine Lupe herausholen und genau hinschauen.","JEDER COMIC, auch ein völlig neuer, weist bestimmt geringfügige Mängel auf, wenn Sie mit der Lupe danach suchen.",100.0,Online-W,1,ecommerce,2022
en-de,"If you are intent on finding comic book perfection, or CGC guaranteed results, it would probably be best to view the comics in person at our store before bidding!","Wenn Sie darauf aus sind, ein perfektes Comic zu finden, oder CGC-garantierte Ergebnisse, wäre es wahrscheinlich am besten, die Comics persönlich in unserem Laden zu sehen, bevor Sie bieten!","Wenn Sie Comics in perfektem Zustand oder mit CGC-Garantien wünschen, sollten Sie sich die Comics persönlich in unserem Geschäft anschauen, bevor Sie ein Angebot abgeben!",100.0,Online-W,1,ecommerce,2022
en-de,This has a 1-3 day delivery estimate.,Die Lieferzeit beträgt hier 1-3 Tage.,Die Lieferzeit beträgt voraussichtlich 1-3 Tage.,84.0,Online-W,1,ecommerce,2022
en-de,"If you require a next-day delivery, we do offer a Royal Mail Special Delivery 1pm service.","Wenn Sie eine Lieferung am nächsten Tag benötigen, bieten wir einen Royal Mail Special Delivery 1pm Service an.","Wenn eine Lieferung am nächsten Tag erforderlich ist, bieten wir Royal Mail mit Sonderzustellung bis 13 Uhr.",100.0,Online-W,1,ecommerce,2022
en-de,"For Europe, most orders take between 3-5 days to arrive in the country and for the rest of the world 5-7 days.","In Europa benötigen die meisten Bestellungen 3-5 Tage, um im Land anzukommen, und für den Rest der Welt 5-7 Tage.","Für Europa dauert es für die meisten Bestellungen 3-5 Tage, bis sie im Land ankommen, und im Rest der Welt 5-7 Tage.",100.0,Online-W,1,ecommerce,2022
en-de,"After that, we cannot offer an estimate on delivery times as it comes down to individual country's postal service and customs if outside of the EU.","Danach können wir keine Schätzungen über die Lieferzeiten abgeben, da dies von den Postdiensten der einzelnen Länder und den Zollbehörden abhängt, wenn Sie sich außerhalb der EU befinden.","Danach können wir keine Angaben zu Lieferfristen machen, da dies vom Postdienst des betreffenden Landes und bei Versand außerhalb der EU vom Zoll abhängt.",100.0,Online-W,1,ecommerce,2022
en-de,Q. Can I exchange for a different size/item?,Q. Kann ich gegen eine andere Größe/einen anderen Artikel umtauschen?,Q. Kann ich den Artikel gegen eine andere Größe/einen anderen Artikel umtauschen?,100.0,Online-W,1,ecommerce,2022
en-de,"A. Yes, there are two ways this can be done.","A. Ja, es gibt zwei Möglichkeiten, dies zu tun.","A. Ja, dafür gibt es zwei Möglichkeiten.",100.0,Online-W,1,ecommerce,2022
en-de,1) Please contact us asking for a returns address.,1) Bitte kontaktieren Sie uns und fragen Sie nach einer Rücksendeadresse.,"1) Bitte kontaktieren Sie uns, um eine Rückgabeadresse anzufordern.",100.0,Online-W,1,ecommerce,2022
en-de,"When you send the item back, you must include a note stating your eBay ID and the size that you require.","Wenn Sie den Artikel zurücksenden, müssen Sie eine Notiz mit Ihrer eBay-ID und der gewünschten Größe beifügen.","Wenn Sie den Artikel zurücksenden, müssen Sie eine Notiz mit Ihrer eBay-ID und der gewünschten Größe beilegen.",100.0,Online-W,1,ecommerce,2022
en-de,"If you placed an international order, half of the shipping original charged would be applied again.","Wenn Sie eine internationale Bestellung aufgegeben haben, wird die Hälfte der ursprünglich berechneten Versandkosten wieder in Rechnung gestellt.","Wenn Sie eine internationale Bestellung aufgegeben haben, wird die Hälfte der ursprünglichen Versandgebühr erneut berechnet.",100.0,Online-W,1,ecommerce,2022
en-de,2) Use the eBay option to return an item.,2) Nutzen Sie die eBay-Option zur Rückgabe eines Artikels.,"2) Nutzen Sie die eBay-Option, um einen Artikel zurückzugeben.",100.0,Online-W,1,ecommerce,2022
en-de,"This option is also suitable if you would like a refund, as once we have received the item back we will refund you; if you need an exchange, please purchase the correct item either before or after the refund as required.","Diese Option eignet sich auch, wenn Sie eine Rückerstattung wünschen, denn sobald wir den Artikel zurückerhalten haben, erstatten wir Ihnen das Geld zurück. Wenn Sie einen Umtausch benötigen, kaufen Sie bitte den richtigen Artikel entweder vor oder nach der Rückerstattung.","Diese Option eignet sich auch, wenn Sie eine Erstattung wünschen, da wir Ihnen den Betrag erstatten, sobald der Artikel bei uns eingegangen ist; wenn Sie einen Umtausch wünschen, kaufen Sie bitte den korrekten Artikel vor oder nach der Erstattung.",100.0,Online-W,1,ecommerce,2022
en-de,Using Replaceable Standard Double Edge Blades just like the classic safety razor - Meaning you don't have to worry about stropping and sharpening and yet enjoy the closeness of a straight razor shave!,"Mit austauschbaren Standard-Doppelklingen, genau wie beim klassischen Sicherheitsrasierer - das heißt, Sie müssen sich nicht um das Abziehen und Schärfen kümmern und genießen dennoch die Nähe einer Rasur mit einem Rasiermesser!","Genau wie beim klassischen Sicherheitsrasierer werden Standard-Doppelklingen verwendet - das bedeutet, dass Sie sich nicht um Abstreichen und Schärfen kümmern müssen und dennoch das Rasiergefühl durch eine Rasierklinge erleben!",100.0,Online-W,1,ecommerce,2022
en-de,Perfect for beginners who want to try the art of Shaving with Straight Razors.,"Perfekt für Anfänger, die die Kunst der Rasur mit Rasiermessern ausprobieren möchten.","Perfekt für Anfänger, die die Kunst des Rasierens mit Rasiermessern ausprobieren möchten.",100.0,Online-W,1,ecommerce,2022
en-de,Three or five blade razors irritate the skin much more and you need to press it hard against your skin to use them.,"Rasiermesser mit drei oder fünf Klingen reizen die Haut viel mehr und man muss sie stark gegen die Haut drücken, um sie zu benutzen.","Rasierer mit drei oder fünf Klingen reizen die Haut viel stärker, und Sie müssen sie zur Verwendung fest auf Ihre Haut drücken.",100.0,Online-W,1,ecommerce,2022
en-de,"Therefore, this shaving product is so great and often using for better skin care products than the average shaver.",Deshalb ist dieses Rasierprodukt so großartig und wird oft für bessere Hautpflegeprodukte verwendet als der durchschnittliche Rasierer.,Daher ist dieses Rasierprodukt so großartig und sorgt oft für bessere Hautpflege als durchschnittliche Rasierer.,100.0,Online-W,1,ecommerce,2022
en-de,Your face will thank you later.,Ihr Gesicht wird es Ihnen später danken.,Ihr Gesicht wird es Ihnen einmal danken.,100.0,Online-W,1,ecommerce,2022
